epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,7969.57,1.25188,0.74403,0.92922,0.67806,0.56645,0.59875,0.37337,1.28173,0.8856,0.96816,0.000449,0.000449,0.000449
60,8103.68,1.25186,0.74086,0.92832,0.69736,0.55247,0.60053,0.37465,1.28153,0.88567,0.96734,0.0004395,0.0004395,0.0004395
61,8237.19,1.24992,0.73972,0.92752,0.68967,0.55734,0.59998,0.37418,1.28093,0.88499,0.96737,0.00043,0.00043,0.00043
62,8377.13,1.25065,0.74015,0.9273,0.67588,0.56738,0.60001,0.37349,1.28093,0.88622,0.96741,0.0004205,0.0004205,0.0004205
63,8511.12,1.24672,0.7388,0.92739,0.68416,0.55354,0.5993,0.37408,1.2829,0.88841,0.96899,0.000411,0.000411,0.000411
64,8643.94,1.25478,0.73541,0.92919,0.69611,0.54918,0.5983,0.37299,1.28372,0.88782,0.96954,0.0004015,0.0004015,0.0004015
65,8776.36,1.24434,0.73929,0.92733,0.69215,0.55535,0.5984,0.37308,1.2842,0.88789,0.96926,0.000392,0.000392,0.000392
66,8912.67,1.24999,0.73783,0.92737,0.68627,0.56008,0.59924,0.37403,1.2843,0.88847,0.96918,0.0003825,0.0003825,0.0003825
67,9045.33,1.2476,0.73762,0.92862,0.68114,0.56344,0.60034,0.37408,1.28463,0.88888,0.96924,0.000373,0.000373,0.000373
68,9179.85,1.23936,0.73061,0.92723,0.6837,0.56359,0.60145,0.37503,1.28401,0.88764,0.96925,0.0003635,0.0003635,0.0003635
69,9311.85,1.23948,0.73075,0.92457,0.68149,0.56197,0.60134,0.37413,1.28428,0.88841,0.96935,0.000354,0.000354,0.000354
70,9443.75,1.24015,0.72924,0.9267,0.67831,0.56213,0.6009,0.37419,1.28439,0.88816,0.96972,0.0003445,0.0003445,0.0003445
71,9578.21,1.23715,0.73048,0.92609,0.6772,0.55808,0.60119,0.37431,1.28432,0.88867,0.96961,0.000335,0.000335,0.000335
72,9710.53,1.24138,0.73148,0.92734,0.67719,0.56246,0.60147,0.37442,1.28518,0.88792,0.96977,0.0003255,0.0003255,0.0003255
73,9843.37,1.23999,0.72828,0.92609,0.66923,0.56556,0.60199,0.37468,1.28463,0.8872,0.96983,0.000316,0.000316,0.000316
74,9976.06,1.23202,0.72499,0.92584,0.68529,0.55682,0.60181,0.37423,1.28484,0.88771,0.97015,0.0003065,0.0003065,0.0003065
75,10108.3,1.23087,0.72056,0.92621,0.70009,0.54916,0.60126,0.37347,1.28504,0.88768,0.97013,0.000297,0.000297,0.000297
76,10240.9,1.22909,0.72027,0.92513,0.69878,0.54884,0.60118,0.37464,1.28504,0.88736,0.96988,0.0002875,0.0002875,0.0002875
77,10374.3,1.23778,0.72356,0.92594,0.69515,0.55086,0.60207,0.37462,1.28549,0.88824,0.97001,0.000278,0.000278,0.000278
